readcode,readterm,medcode,disease_new,disease_name_new,disease_number_new
N330400,Dissuse osteoporosis,62702,Osteoporosis,osteoporosis,205
9kj..00,Osteoporosis - enhanced services administration,98433,Osteoporosis,osteoporosis,205
9Od5.00,Osteoporosis monitoring third letter,102017,Osteoporosis,osteoporosis,205
NyuB100,[X]Other osteoporosis,41755,Osteoporosis,osteoporosis,205
N331L00,Collapse of vertebra due to osteoporosis NOS,4013,Osteoporosis,osteoporosis,205
N331M11,Minimal trauma fracture due to unspecified osteoporosis,93705,Osteoporosis,osteoporosis,205
NyuB200,[X]Osteoporosis in other disorders classified elsewhere,102730,Osteoporosis,osteoporosis,205
9Od0.00,Attends osteoporosis monitoring,65163,Osteoporosis,osteoporosis,205
66a..00,Osteoporosis monitoring,11603,Osteoporosis,osteoporosis,205
N330z00,Osteoporosis NOS,34798,Osteoporosis,osteoporosis,205
N331H00,Collapse of cervical vertebra due to osteoporosis,45736,Osteoporosis,osteoporosis,205
9kj0.00,Bone sparing drug treatment offered for osteoporosis - ESA,98760,Osteoporosis,osteoporosis,205
9Od7.00,Osteoporosis monitoring telephone invitation,61121,Osteoporosis,osteoporosis,205
9Od8.00,Osteoporosis monitoring deleted,96779,Osteoporosis,osteoporosis,205
N330000,"Osteoporosis, unspecified",14967,Osteoporosis,osteoporosis,205
14GB.00,History of osteoporosis,99817,Osteoporosis,osteoporosis,205
58EM.00,Lumbar DXA scan result osteoporotic,39217,Osteoporosis,osteoporosis,205
N330D00,Osteoporosis due to corticosteroids,25650,Osteoporosis,osteoporosis,205
N331800,Osteoporosis + pathological fracture lumbar vertebrae,17377,Osteoporosis,osteoporosis,205
N374600,Osteoporotic kyphosis,36432,Osteoporosis,osteoporosis,205
9Od6.00,Osteoporosis monitoring verbal invitation,105290,Osteoporosis,osteoporosis,205
N330300,Idiopathic osteoporosis,40428,Osteoporosis,osteoporosis,205
N331B00,Postmenopausal osteoporosis with pathological fracture,38395,Osteoporosis,osteoporosis,205
NyuB800,[X]Unspecified osteoporosis with pathological fracture,18825,Osteoporosis,osteoporosis,205
58EG.00,Hip DXA scan result osteoporotic,42354,Osteoporosis,osteoporosis,205
N331N11,Minimal trauma fracture,93981,Osteoporosis,osteoporosis,205
NyuB000,[X]Other osteoporosis with pathological fracture,57301,Osteoporosis,osteoporosis,205
N331M00,Fragility fracture due to unspecified osteoporosis,11503,Osteoporosis,osteoporosis,205
9Od..00,Osteoporosis monitoring administration,36796,Osteoporosis,osteoporosis,205
N330100,Senile osteoporosis,16307,Osteoporosis,osteoporosis,205
9Od4.00,Osteoporosis monitoring second letter,93455,Osteoporosis,osteoporosis,205
9Od9.00,Osteoporosis monitoring check done,25534,Osteoporosis,osteoporosis,205
N331600,Idiopathic osteoporosis with pathological fracture,27597,Osteoporosis,osteoporosis,205
N330B00,Vertebral osteoporosis,3346,Osteoporosis,osteoporosis,205
N331N00,Fragility fracture,93497,Osteoporosis,osteoporosis,205
N331K00,Collapse of thoracic vertebra due to osteoporosis,19048,Osteoporosis,osteoporosis,205
N331A00,Osteoporosis + pathological fracture cervical vertebrae,48772,Osteoporosis,osteoporosis,205
N330.00,Osteoporosis,277,Osteoporosis,osteoporosis,205
N330200,Postmenopausal osteoporosis,9700,Osteoporosis,osteoporosis,205
9Od3.00,Osteoporosis monitoring first letter,68122,Osteoporosis,osteoporosis,205
N330A00,Osteoporosis in endocrine disorders,31580,Osteoporosis,osteoporosis,205
N331500,Drug-induced osteoporosis with pathological fracture,46894,Osteoporosis,osteoporosis,205
N330600,Postoophorectomy osteoporosis,70349,Osteoporosis,osteoporosis,205
9Od2.00,Osteoporosis monitoring default,92887,Osteoporosis,osteoporosis,205
N330700,Postsurgical malabsorption osteoporosis,93655,Osteoporosis,osteoporosis,205
N331200,Postoophorectomy osteoporosis with pathological fracture,39334,Osteoporosis,osteoporosis,205
58EV.00,Femoral neck DEXA scan result osteoporotic,96342,Osteoporosis,osteoporosis,205
N331400,Postsurgical malabsorption osteoporosis with path fracture,68019,Osteoporosis,osteoporosis,205
N330C00,Osteoporosis localized to spine,16857,Osteoporosis,osteoporosis,205
N331900,Osteoporosis + pathological fracture thoracic vertebrae,12673,Osteoporosis,osteoporosis,205
N331J00,Collapse of lumbar vertebra due to osteoporosis,5841,Osteoporosis,osteoporosis,205
N331300,Osteoporosis of disuse with pathological fracture,33526,Osteoporosis,osteoporosis,205
D210100,Acquired sideroblastic anaemia,41699,Other anaemias,oth_anaemia,142
D214.00,Chronic anaemia,12176,Other anaemias,oth_anaemia,142
D2z..00,Other anaemias NOS,35160,Other anaemias,oth_anaemia,142
D012112,Megaloblastic anaemia due to dietary causes,59103,Other anaemias,oth_anaemia,142
D2...00,Aplastic and other anaemias,37539,Other anaemias,oth_anaemia,142
D014000,Amino-acid deficiency anaemia,64601,Other anaemias,oth_anaemia,142
D014.00,Protein-deficiency anaemia,2452,Other anaemias,oth_anaemia,142
D21z.12,Normocytic anaemia due to unspecified cause,1702,Other anaemias,oth_anaemia,142
D01z000,[X]Megaloblastic anaemia NOS,10506,Other anaemias,oth_anaemia,142
Dyu0.00,[X]Nutritional anaemias,71840,Other anaemias,oth_anaemia,142
D21z.11,Secondary anaemia NOS,4670,Other anaemias,oth_anaemia,142
D00..11,Hypochromic - microcytic anaemia,882,Other anaemias,oth_anaemia,142
D21z.00,Anaemia unspecified,739,Other anaemias,oth_anaemia,142
D21yy00,Other specified other anaemia,58695,Other anaemias,oth_anaemia,142
D014100,Oroticaciduria,71773,Other anaemias,oth_anaemia,142
D215.00,Anaemia secondary to renal failure,16929,Other anaemias,oth_anaemia,142
D0z..00,Deficiency anaemias NOS,8054,Other anaemias,oth_anaemia,142
D0y..00,Other specified deficiency anaemias,26327,Other anaemias,oth_anaemia,142
D01..11,Megaloblastic anaemia,4475,Other anaemias,oth_anaemia,142
D2y..00,Other specified anaemias,25876,Other anaemias,oth_anaemia,142
D210.00,Sideroblastic anaemia,15936,Other anaemias,oth_anaemia,142
D01y.00,Other specified nutritional deficiency anaemia,58136,Other anaemias,oth_anaemia,142
D21y011,Congenital dyserythropoietic anaemia,31040,Other anaemias,oth_anaemia,142
145..11,H/O: anaemia,5833,Other anaemias,oth_anaemia,142
Q455.00,Congenital anaemia,31248,Other anaemias,oth_anaemia,142
D21y012,Congenital dyserythropoiesis NEC,56752,Other anaemias,oth_anaemia,142
D210300,Secondary sideroblastic anaemia due to disease,31550,Other anaemias,oth_anaemia,142
D215000,Anaemia secondary to chronic renal failure,25394,Other anaemias,oth_anaemia,142
D21yz00,Other specified anaemia NOS,28768,Other anaemias,oth_anaemia,142
Dyu2200,[X]Anaemia in other chronic diseases classified elsewhere,31205,Other anaemias,oth_anaemia,142
D210200,Pyridoxine-responsive sideroblastic anaemia,72276,Other anaemias,oth_anaemia,142
D21..00,Other and unspecified anaemias,3265,Other anaemias,oth_anaemia,142
D212.00,Anaemia in neoplastic disease,30637,Other anaemias,oth_anaemia,142
D013z00,Other specified megaloblastic anaemia NEC NOS,56348,Other anaemias,oth_anaemia,142
D21y300,Hereditary erythroblast multinuclearity + positive acid test,70732,Other anaemias,oth_anaemia,142
D01z.11,Megaloblastic anaemia NOS,53799,Other anaemias,oth_anaemia,142
D0...00,Deficiency anaemias,7841,Other anaemias,oth_anaemia,142
Dyu2400,[X]Other specified anaemias,51169,Other anaemias,oth_anaemia,142
D01y000,Vitamin C deficiency anaemia,104812,Other anaemias,oth_anaemia,142
D01z.00,Other deficiency anaemias NOS,57274,Other anaemias,oth_anaemia,142
D013.00,Other specified megaloblastic anaemia NEC,51489,Other anaemias,oth_anaemia,142
D213.00,Refractory Anaemia,16052,Other anaemias,oth_anaemia,142
D00z200,Idiopathic hypochromic anaemia,40750,Other anaemias,oth_anaemia,142
Q455000,Congenital anaemia from fetal blood loss,99494,Other anaemias,oth_anaemia,142
D21y.00,Other specified anaemias,34934,Other anaemias,oth_anaemia,142
D00..12,Microcytic - hypochromic anaemia,539,Other anaemias,oth_anaemia,142
D01..00,Other deficiency anaemias,11961,Other anaemias,oth_anaemia,142
D01yz00,Other specified nutritional deficiency anaemia NOS,92106,Other anaemias,oth_anaemia,142
D211.00,Acute posthaemorrhagic anaemia,2743,Other anaemias,oth_anaemia,142
D00y100,Microcytic hypochromic anaemia,4839,Other anaemias,oth_anaemia,142
D014z00,Protein-deficiency anaemia NOS,70835,Other anaemias,oth_anaemia,142
D211.11,Normocytic anaemia following acute bleed,45929,Other anaemias,oth_anaemia,142
D01y100,Vitamin E deficiency anaemia,62257,Other anaemias,oth_anaemia,142
D210400,Secondary sideroblastic anaemia due to drugs and toxins,47225,Other anaemias,oth_anaemia,142
D21y200,Leukoerythroblastic anaemia,33278,Other anaemias,oth_anaemia,142
D012500,Macrocytic anaemia unspecified cause,3981,Other anaemias,oth_anaemia,142
4235.00,Haemoglobin low,3942,Other anaemias,oth_anaemia,142
D212000,Anaemia in ovarian carcinoma,48145,Other anaemias,oth_anaemia,142
1454.00,H/O: anaemia NOS,24953,Other anaemias,oth_anaemia,142
D21z.13,Macrocytic anaemia of unspecified cause,797,Other anaemias,oth_anaemia,142
Qyu5C00,"[X]Other congenital anaemias, not elsewhere classified",99222,Other anaemias,oth_anaemia,142
Q456.00,Anaemia of prematurity,19574,Other anaemias,oth_anaemia,142
D01yy00,Other specified other nutritional deficiency anaemia,100576,Other anaemias,oth_anaemia,142
D210000,Congenital sideroblastic anaemia,43330,Other anaemias,oth_anaemia,142
4234.00,Haemoglobin very low,35749,Other anaemias,oth_anaemia,142
D210z00,Sideroblastic anaemia NOS,94387,Other anaemias,oth_anaemia,142
D21y000,Congenital dyshaematopoietic anaemia,53422,Other anaemias,oth_anaemia,142
D112z13,Paroxysmal haemoglobinuria NOS,61665,Other haemolytic anaemias,oth_haem_anaemia,143
D1z..00,Haemolytic anaemias NOS,18631,Other haemolytic anaemias,oth_haem_anaemia,143
Q430z00,Perinatal jaundice from hereditary haemolytic anaemia NOS,103252,Other haemolytic anaemias,oth_haem_anaemia,143
D100.11,Acholuric familial jaundice,39682,Other haemolytic anaemias,oth_haem_anaemia,143
D10yz00,Other specified hereditary haemolytic anaemia NOS,103151,Other haemolytic anaemias,oth_haem_anaemia,143
D111500,Infective haemolytic anaemia,63936,Other haemolytic anaemias,oth_haem_anaemia,143
Q430.00,Perinatal jaundice from hereditary haemolytic anaemias,70762,Other haemolytic anaemias,oth_haem_anaemia,143
D112012,Marchiafava - Micheli syndrome,100022,Other haemolytic anaemias,oth_haem_anaemia,143
D112z12,Acquired haemolytic anaemia with haemoglobinuria NEC,50495,Other haemolytic anaemias,oth_haem_anaemia,143
D103z00,Enzyme deficiency haemolytic anaemia NOS,110176,Other haemolytic anaemias,oth_haem_anaemia,143
Dyu1.00,[X]Haemolytic anaemias,99917,Other haemolytic anaemias,oth_haem_anaemia,143
D110.11,Coombs positive haemolysis,21369,Other haemolytic anaemias,oth_haem_anaemia,143
D107.00,Other haemoglobinopathies,1529,Other haemolytic anaemias,oth_haem_anaemia,143
Q430000,Neonatal jaundice + glucose-6-phosphate dehydrogenase defic.,39164,Other haemolytic anaemias,oth_haem_anaemia,143
D107z00,Other haemoglobinopathy NOS,31462,Other haemolytic anaemias,oth_haem_anaemia,143
D103100,Haemolytic anaemia due to pyruvate kinase deficiency,55561,Other haemolytic anaemias,oth_haem_anaemia,143
D107600,Haemoglobin Zurich disease,31662,Other haemolytic anaemias,oth_haem_anaemia,143
D110000,Primary cold-type haemolytic anaemia,39944,Other haemolytic anaemias,oth_haem_anaemia,143
D103300,Anaemia due to disorders of nucleotide metabolism,104454,Other haemolytic anaemias,oth_haem_anaemia,143
D11z000,Acquired spherocytosis,29933,Other haemolytic anaemias,oth_haem_anaemia,143
D10z.00,Hereditary haemolytic anaemia NOS,14698,Other haemolytic anaemias,oth_haem_anaemia,143
D110.00,Autoimmune haemolytic anaemias,3818,Other haemolytic anaemias,oth_haem_anaemia,143
D107111,Hb F disease,46322,Other haemolytic anaemias,oth_haem_anaemia,143
D101.00,Hereditary elliptocytosis,31107,Other haemolytic anaemias,oth_haem_anaemia,143
D111z00,Non-autoimmune haemolytic anaemia NOS,94214,Other haemolytic anaemias,oth_haem_anaemia,143
D11z100,"Pyknocytosis, infantile",64468,Other haemolytic anaemias,oth_haem_anaemia,143
D1y..00,Other specified haemolytic anaemias,39967,Other haemolytic anaemias,oth_haem_anaemia,143
D107500,Haemoglobin-E disease,32373,Other haemolytic anaemias,oth_haem_anaemia,143
D110z00,Autoimmune haemolytic anaemia NOS,39876,Other haemolytic anaemias,oth_haem_anaemia,143
Dyu1300,[X]Other haemoglobinopathies,87112,Other haemolytic anaemias,oth_haem_anaemia,143
D111000,Mechanical haemolytic anaemia,43367,Other haemolytic anaemias,oth_haem_anaemia,143
D112100,Paroxysmal nocturnal haemoglobinuria,35612,Other haemolytic anaemias,oth_haem_anaemia,143
D102000,Glucose-6-phosphate dehydrogenase deficiency anaemia,22531,Other haemolytic anaemias,oth_haem_anaemia,143
D11..00,Acquired haemolytic anaemias,27771,Other haemolytic anaemias,oth_haem_anaemia,143
D102.00,Haemolytic anaemia due to glutathione metabolism disorder,71808,Other haemolytic anaemias,oth_haem_anaemia,143
D112z00,Haemoglobinuria due to haemolysis from external cause NOS,52522,Other haemolytic anaemias,oth_haem_anaemia,143
D110200,Secondary cold-type haemolytic anaemia,57575,Other haemolytic anaemias,oth_haem_anaemia,143
D10..00,Hereditary haemolytic anaemias,39456,Other haemolytic anaemias,oth_haem_anaemia,143
D100.00,Hereditary spherocytosis,7237,Other haemolytic anaemias,oth_haem_anaemia,143
D100.12,Minkowski - Chauffard syndrome,64619,Other haemolytic anaemias,oth_haem_anaemia,143
D110100,Primary warm-type haemolytic anaemia,49182,Other haemolytic anaemias,oth_haem_anaemia,143
D11z.00,Acquired haemolytic anaemia NOS,15314,Other haemolytic anaemias,oth_haem_anaemia,143
D102200,Drug-induced enzyme deficiency anaemia,49451,Other haemolytic anaemias,oth_haem_anaemia,143
D110400,Drug-induced autoimmune haemolytic anaemia,31734,Other haemolytic anaemias,oth_haem_anaemia,143
D112000,Haemoglobinuria from exertion,91034,Other haemolytic anaemias,oth_haem_anaemia,143
D107100,Hereditary persistence of fetal haemoglobin [HPFH],45944,Other haemolytic anaemias,oth_haem_anaemia,143
D107y00,Other specified other haemoglobinopathy,45935,Other haemolytic anaemias,oth_haem_anaemia,143
D112.00,Haemoglobinuria due to haemolysis from external causes,26437,Other haemolytic anaemias,oth_haem_anaemia,143
D101.11,Ovalocytosis - hereditary,49822,Other haemolytic anaemias,oth_haem_anaemia,143
D112z11,Cold haemoglobinuria,48096,Other haemolytic anaemias,oth_haem_anaemia,143
D111400,Drug-induced haemolytic anaemia,67088,Other haemolytic anaemias,oth_haem_anaemia,143
Dyu1500,[X]Other autoimmune haemolytic anaemias,100388,Other haemolytic anaemias,oth_haem_anaemia,143
D111.00,Non-autoimmune haemolytic anaemia,57897,Other haemolytic anaemias,oth_haem_anaemia,143
D107000,Congenital Heinz-body anaemia,57298,Other haemolytic anaemias,oth_haem_anaemia,143
D107700,Haemoglobin-H disease,7526,Other haemolytic anaemias,oth_haem_anaemia,143
D107300,Haemoglobin-C disease,31800,Other haemolytic anaemias,oth_haem_anaemia,143
D107200,Haemoglobin Bart's disease,40545,Other haemolytic anaemias,oth_haem_anaemia,143
D112200,Paroxysmal cold haemoglobinuria,28238,Other haemolytic anaemias,oth_haem_anaemia,143
D10y.00,Other specified hereditary haemolytic anaemias,72721,Other haemolytic anaemias,oth_haem_anaemia,143
D103000,Haemolytic anaemia due to hexokinase deficiency,107820,Other haemolytic anaemias,oth_haem_anaemia,143
D111y00,Other specified non-autoimmune haemolytic anaemia,99308,Other haemolytic anaemias,oth_haem_anaemia,143
D1...00,Haemolytic anaemias,3326,Other haemolytic anaemias,oth_haem_anaemia,143
D107400,Haemoglobin-D disease,7624,Other haemolytic anaemias,oth_haem_anaemia,143
D10y000,Stomatocytosis,47598,Other haemolytic anaemias,oth_haem_anaemia,143
D112011,March haemoglobinuria,5434,Other haemolytic anaemias,oth_haem_anaemia,143
D102100,Favism,44381,Other haemolytic anaemias,oth_haem_anaemia,143
D111300,Haemolytic-uraemic syndrome,29323,Other haemolytic anaemias,oth_haem_anaemia,143
D111100,Microangiopathic haemolytic anaemia,38327,Other haemolytic anaemias,oth_haem_anaemia,143
1453.00,H/O: haemolytic anaemia,21335,Other haemolytic anaemias,oth_haem_anaemia,143
J672100,Pseudocyst of pancreas,4650,Pancreatitis,pancreatitis,76
Jyu8400,[X]Other chronic pancreatitis,49353,Pancreatitis,pancreatitis,76
J670200,Acute haemorrhagic pancreatitis,31395,Pancreatitis,pancreatitis,76
J671000,Alcohol-induced chronic pancreatitis,24984,Pancreatitis,pancreatitis,76
J670700,Biliary acute pancreatitis,104385,Pancreatitis,pancreatitis,76
J670500,Gallstone acute pancreatitis,12316,Pancreatitis,pancreatitis,76
J670.00,Acute pancreatitis,1113,Pancreatitis,pancreatitis,76
J670y00,Other acute pancreatitis,105066,Pancreatitis,pancreatitis,76
J670z00,Acute pancreatitis NOS,14905,Pancreatitis,pancreatitis,76
A785100,Cytomegaloviral pancreatitis,44278,Pancreatitis,pancreatitis,76
J670600,Idiopathic acute pancreatitis,105194,Pancreatitis,pancreatitis,76
J671.00,Chronic pancreatitis,1419,Pancreatitis,pancreatitis,76
J670000,Acute pancreatitis unspecified,49499,Pancreatitis,pancreatitis,76
J670z11,Pancreatitis,656,Pancreatitis,pancreatitis,76
14CG.00,History of acute pancreatitis,32954,Pancreatitis,pancreatitis,76
D201612,Pancytopenia with pancreatitis,61326,Pancreatitis,pancreatitis,76
A723.00,Mumps pancreatitis,18544,Pancreatitis,pancreatitis,76
J670900,Drug-induced acute pancreatitis,105910,Pancreatitis,pancreatitis,76
J670100,Acute recurrent pancreatitis,1506,Pancreatitis,pancreatitis,76
J671100,Gallstone chronic pancreatitis,42278,Pancreatitis,pancreatitis,76
J670800,Alcohol-induced acute pancreatitis,104611,Pancreatitis,pancreatitis,76
J670400,Subacute pancreatitis,48685,Pancreatitis,pancreatitis,76
J670300,Acute suppurative pancreatitis,44571,Pancreatitis,pancreatitis,76
14CH.00,History of chronic pancreatitis,71633,Pancreatitis,pancreatitis,76
F12..00,Parkinson's disease,4321,Parkinson's disease,parkinsons,224
F12z.00,Parkinson's disease NOS,14912,Parkinson's disease,parkinsons,224
147F.00,History of Parkinson's disease,101090,Parkinson's disease,parkinsons,224
F11x900,Cerebral degeneration in Parkinson's disease,96860,Parkinson's disease,parkinsons,224
F120.00,Paralysis agitans,1691,Parkinson's disease,parkinsons,224
Eu02300,[X]Dementia in Parkinson's disease,9509,Parkinson's disease,parkinsons,224
C165.00,Polycystic ovarian syndrome,11347,Polycystic ovarian syndrome,pcos,88
C164.12,Stein - Leventhal syndrome,16103,Polycystic ovarian syndrome,pcos,88
Eu60.00,[X]Specific personality disorders,50188,Personality disorders,pd,190
Eu60600,[X]Anxious [avoidant] personality disorder,8424,Personality disorders,pd,190
E21y200,Borderline personality disorder,18565,Personality disorders,pd,190
Eu60313,[X]Explosive personality disorder,58693,Personality disorders,pd,190
Eu60511,[X]Compulsive personality disorder,38100,Personality disorders,pd,190
Eu60200,[X]Dissocial personality disorder,31632,Personality disorders,pd,190
Eu60213,[X]Asocial personality disorder,56502,Personality disorders,pd,190
E212200,Schizotypal personality,61969,Personality disorders,pd,190
E214.00,Compulsive personality disorders,20881,Personality disorders,pd,190
E21y100,Avoidant personality disorder,35642,Personality disorders,pd,190
E21y400,Eccentric personality disorder,27803,Personality disorders,pd,190
E21yz00,Other personality disorder NOS,15960,Personality disorders,pd,190
Eu60700,[X]Dependent personality disorder,31819,Personality disorders,pd,190
Eu60y12,[X]Haltlose type personality disorder,71431,Personality disorders,pd,190
E214z00,Compulsive personality disorder NOS,34456,Personality disorders,pd,190
Eu60400,[X]Histrionic personality disorder,43690,Personality disorders,pd,190
Eu60512,[X]Obsessional personality disorder,22259,Personality disorders,pd,190
E21z.11,Psychopathic personality,792,Personality disorders,pd,190
E210.00,Paranoid personality disorder,5652,Personality disorders,pd,190
E215000,Unspecified histrionic personality disorder,44242,Personality disorders,pd,190
E21y711,Neurotic personality,2729,Personality disorders,pd,190
E2C3500,Isolated explosive disorder,94096,Personality disorders,pd,190
E212000,Unspecified schizoid personality disorder,67130,Personality disorders,pd,190
Eu60312,[X]Borderline personality disorder,31789,Personality disorders,pd,190
Eu60411,[X]Hysterical personality disorder,27945,Personality disorders,pd,190
Eu60014,[X]Sensitive paranoid personality disorder,48687,Personality disorders,pd,190
E213.11,Aggressive personality,6339,Personality disorders,pd,190
E21..11,Neurotic personality disorder,28227,Personality disorders,pd,190
Eu60800,[X]Addictive personality,40104,Personality disorders,pd,190
E217.00,Antisocial or sociopathic personality disorder,23977,Personality disorders,pd,190
E212100,Introverted personality,39011,Personality disorders,pd,190
Eu60100,[X]Schizoid personality disorder,38371,Personality disorders,pd,190
E21..00,Personality disorders,2076,Personality disorders,pd,190
Eu60y13,[X]Immature personality disorder,49779,Personality disorders,pd,190
Eu60y00,[X]Other specific personality disorders,49600,Personality disorders,pd,190
E21y300,Passive-aggressive personality disorder,35763,Personality disorders,pd,190
Eu60212,[X]Antisocial personality disorder,32869,Personality disorders,pd,190
Eu60y16,[X]Psychoneurotic personality disorder,50348,Personality disorders,pd,190
Eu60412,[X]Psychoinfantile personality disorder,69185,Personality disorders,pd,190
E215200,Emotionally unstable personality,3709,Personality disorders,pd,190
E216.13,Labile personality,19931,Personality disorders,pd,190
Eu60500,[X]Anankastic personality disorder,52465,Personality disorders,pd,190
E21z.00,Personality disorder NOS,15098,Personality disorders,pd,190
E21y500,Immature personality disorder,1364,Personality disorders,pd,190
E216.11,Asthenic personality,48796,Personality disorders,pd,190
Eu60z00,"[X]Personality disorder, unspecified",42496,Personality disorders,pd,190
E217.11,Amoral personality,68042,Personality disorders,pd,190
E21yz11,Manipulative personality,20033,Personality disorders,pd,190
E213.00,Explosive personality disorder,23597,Personality disorders,pd,190
Eu60712,[X]Inadequate personality disorder,38031,Personality disorders,pd,190
E215300,Psychoinfantile personality,67590,Personality disorders,pd,190
Eu60y14,[X]Narcissistic personality disorder,53335,Personality disorders,pd,190
Eu61.00,[X]Mixed and other personality disorders,30603,Personality disorders,pd,190
Eu60013,[X]Querulant personality disorder,69000,Personality disorders,pd,190
E215.11,Hysterical personality disorders,4759,Personality disorders,pd,190
E215z00,Histrionic personality disorder NOS,60522,Personality disorders,pd,190
Eu60711,[X]Asthenic personality disorder,39535,Personality disorders,pd,190
E212.00,Schizoid personality disorder,3369,Personality disorders,pd,190
Eu60215,[X]Sociopathic personality disorder,45188,Personality disorders,pd,190
E21y700,Psychoneurotic personality disorder,21077,Personality disorders,pd,190
E216.00,Inadequate personality disorder,4515,Personality disorders,pd,190
E215.00,Histrionic personality disorders,27481,Personality disorders,pd,190
Eu60300,[X]Emotionally unstable personality disorder,7745,Personality disorders,pd,190
Eu60211,[X]Amoral personality disorder,105029,Personality disorders,pd,190
Eu60y11,[X]Eccentric personality disorder,55969,Personality disorders,pd,190
E212z00,Schizoid personality disorder NOS,14747,Personality disorders,pd,190
E21y000,Narcissistic personality disorder,37289,Personality disorders,pd,190
Eu60311,[X]Aggressive personality disorder,20839,Personality disorders,pd,190
Eu60513,[X]Obsessive-compulsive personality disorder,17420,Personality disorders,pd,190
Eu60z12,[X]Pathological personality NOS,49721,Personality disorders,pd,190
Eu60713,[X]Passive personality disorder,33741,Personality disorders,pd,190
E214100,Obsessional personality,1293,Personality disorders,pd,190
E21y600,Masochistic personality disorder,70899,Personality disorders,pd,190
E214.11,Anancastic personality,40057,Personality disorders,pd,190
Eu60714,[X]Self defeating personality disorder,59008,Personality disorders,pd,190
E214000,Anankastic personality,30395,Personality disorders,pd,190
Eu60z11,[X]Character neurosis NOS,57567,Personality disorders,pd,190
Eu60000,[X]Paranoid personality disorder,21338,Personality disorders,pd,190
Eu60214,[X]Psychopathic personality disorder,21671,Personality disorders,pd,190
E21y.00,Other personality disorders,25146,Personality disorders,pd,190
E213.12,Quarrelsome personality,36043,Personality disorders,pd,190
E216.12,Dependent personality,21665,Personality disorders,pd,190
14AC.00,H/O: pulmonary embolus,10280,Pulmonary embolism,pe,38
G401.12,Pulmonary embolus,9701,Pulmonary embolism,pe,38
7A09300,Open embolectomy of pulmonary artery,45740,Pulmonary embolism,pe,38
7A09311,Trendelenburg pulmonary embolectomy,34687,Pulmonary embolism,pe,38
7A0B000,Pulmonary thromboendarterectomy,89238,Pulmonary embolism,pe,38
7A0A100,Percutaneous transluminal embolectomy of pulmonary artery,65459,Pulmonary embolism,pe,38
G401000,Post operative pulmonary embolus,18121,Pulmonary embolism,pe,38
ZV12900,[V] Personal history of pulmonary embolism,16976,Pulmonary embolism,pe,38
G401100,Recurrent pulmonary embolism,96209,Pulmonary embolism,pe,38
G401.00,Pulmonary embolism,1266,Pulmonary embolism,pe,38
G50..11,Pericardial effusion - acute,45311,Pericardial effusion (noninflammatory),pericardial_effusion,35
G536.00,Pericardial effusion,105192,Pericardial effusion (noninflammatory),pericardial_effusion,35
G534.00,Pericardial effusion - acute,2520,Pericardial effusion (noninflammatory),pericardial_effusion,35
G536000,Chronic pericardial effusion,107662,Pericardial effusion (noninflammatory),pericardial_effusion,35
G533.00,Pericardial effusion - noninflammatory,18293,Pericardial effusion (noninflammatory),pericardial_effusion,35
N035.00,Neuropathic arthropathy,49575,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F361012,Charcot-Marie-Tooth syndrome,108834,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F37y100,Axonal sensorimotor neuropathy,96256,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F37y000,Serum neuropathy,69047,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F368200,Hereditary motor and sensory neuropathy type III,106103,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F364.00,Idiopathic progressive polyneuropathy,44512,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
A72x100,Mumps polyneuropathy,97848,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F371000,Polyneuropathy in disseminated lupus erythematosus,44095,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F36z.00,Hereditary or idiopathic peripheral neuropathy NOS,14883,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F351.00,Meralgia paraesthetica,4174,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F372200,Asymptomatic diabetic neuropathy,24571,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F370100,Postinfectious polyneuritis,24216,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F345.00,Mononeuritis multiplex,16293,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F342.11,Neuritis ulnar nerve,3736,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F360.00,Hereditary peripheral neuropathy,39528,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
M271700,Neuropathic foot ulcer,99855,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
F361z00,Peroneal muscular atrophy NOS,70040,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),periph_neuro,225
